ORGAN_CODE,FIELD_NM,SECTOR_NM,YYMM,VAL
3000000,일반공공행정,일반행정,2017,46629470630
3000000,공공질서및안전,재난방재ㆍ민방위,2017,1107149580
3000000,교육,유아및초중등교육,2017,4673441730
3000000,교육,평생ㆍ직업교육,2017,222056140
3000000,문화및관광,문화예술,2017,7052605960
3000000,문화및관광,관광,2017,1854664730
3000000,문화및관광,체육,2017,8680601610
3000000,문화및관광,문화재,2017,5363021440
3000000,환경보호,상하수도ㆍ수질,2017,5396844640
3000000,환경보호,폐기물,2017,21896321710
3000000,환경보호,대기,2017,184659950
3000000,환경보호,환경보호일반,2017,66052910
3000000,사회복지,기초생활보장,2017,19118687110
3000000,사회복지,취약계층지원,2017,12261484490
3000000,사회복지,보육ㆍ가족및여성,2017,37115487740
3000000,사회복지,노인ㆍ청소년,2017,42769806180
3000000,사회복지,노동,2017,3226653880
3000000,사회복지,사회복지일반,2017,18900480
3000000,보건,보건의료,2017,6992594400
3000000,보건,식품의약안전,2017,173245920
3000000,농림해양수산,임업ㆍ산촌,2017,435493560
3000000,산업ㆍ중소기업,에너지및자원개발,2017,107690040
3000000,산업ㆍ중소기업,산업ㆍ중소기업일반,2017,1469586380
3000000,수송및교통,도로,2017,10077109220
3000000,수송및교통,대중교통ㆍ물류등기타,2017,8800031010
3000000,국토및지역개발,지역및도시,2017,8242332690
3000000,예비비,예비비,2017,0
3000000,기타,기타,2017,1.06864E+11
3010000,일반공공행정,입법및선거관리,2017,1032381774
3010000,일반공공행정,지방행정ㆍ재정지원,2017,779949330
3010000,일반공공행정,일반행정,2017,18453390084
3010000,공공질서및안전,재난방재ㆍ민방위,2017,3118422450
3010000,교육,유아및초중등교육,2017,5515772690
3010000,교육,평생ㆍ직업교육,2017,1866901227
3010000,문화및관광,문화예술,2017,4445579915
3010000,문화및관광,관광,2017,802332950
3010000,문화및관광,체육,2017,11910571695
3010000,문화및관광,문화재,2017,1003215250
3010000,환경보호,상하수도ㆍ수질,2017,2189963042
3010000,환경보호,폐기물,2017,22425784290
3010000,환경보호,대기,2017,51290400
3010000,환경보호,환경보호일반,2017,129987190
3010000,사회복지,기초생활보장,2017,19520923095
3010000,사회복지,취약계층지원,2017,12677847237
3010000,사회복지,보육ㆍ가족및여성,2017,36107242333
3010000,사회복지,노인ㆍ청소년,2017,33894222440
3010000,사회복지,노동,2017,3210281300
3010000,사회복지,보훈,2017,813176990
3010000,사회복지,사회복지일반,2017,467088710
3010000,보건,보건의료,2017,7119384320
3010000,보건,식품의약안전,2017,354497510
3010000,농림해양수산,농업ㆍ농촌,2017,303518200
3010000,농림해양수산,임업ㆍ산촌,2017,102557000
3010000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,7206856652
3010000,산업ㆍ중소기업,에너지및자원개발,2017,65117990
3010000,수송및교통,도로,2017,7545698440
3010000,수송및교통,대중교통ㆍ물류등기타,2017,15677471681
3010000,국토및지역개발,지역및도시,2017,26858416260
3010000,예비비,예비비,2017,0
3010000,기타,기타,2017,1.0786E+11
3020000,일반공공행정,입법및선거관리,2017,1207941663
3020000,일반공공행정,지방행정ㆍ재정지원,2017,929095350
3020000,일반공공행정,일반행정,2017,35305090136
3020000,공공질서및안전,재난방재ㆍ민방위,2017,1095154410
3020000,교육,유아및초중등교육,2017,5105844860
3020000,교육,평생ㆍ직업교육,2017,413727695
3020000,문화및관광,문화예술,2017,3009411340
3020000,문화및관광,관광,2017,457140550
3020000,문화및관광,체육,2017,3379341630
3020000,문화및관광,문화재,2017,679967880
3020000,환경보호,상하수도ㆍ수질,2017,5088357500
3020000,환경보호,폐기물,2017,18234694120
3020000,환경보호,대기,2017,17304180
3020000,환경보호,환경보호일반,2017,70350540
3020000,사회복지,기초생활보장,2017,28228188260
3020000,사회복지,취약계층지원,2017,14220072100
3020000,사회복지,보육ㆍ가족및여성,2017,46641557281
3020000,사회복지,노인ㆍ청소년,2017,44824675470
3020000,사회복지,노동,2017,1538281600
3020000,사회복지,보훈,2017,642089110
3020000,보건,보건의료,2017,7605322790
3020000,보건,식품의약안전,2017,18167000
3020000,농림해양수산,농업ㆍ농촌,2017,119665030
3020000,농림해양수산,임업ㆍ산촌,2017,32951090
3020000,산업ㆍ중소기업,산업금융지원,2017,270185530
3020000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,1905312640
3020000,수송및교통,도로,2017,9811909120
3020000,수송및교통,대중교통ㆍ물류등기타,2017,6693366820
3020000,국토및지역개발,지역및도시,2017,4991957365
3020000,예비비,예비비,2017,0
3020000,기타,기타,2017,1.03716E+11
3030000,일반공공행정,입법및선거관리,2017,1231687350
3030000,일반공공행정,지방행정ㆍ재정지원,2017,132278030
3030000,일반공공행정,일반행정,2017,28324407490
3030000,공공질서및안전,경찰,2017,17090260
3030000,공공질서및안전,재난방재ㆍ민방위,2017,2701660550
3030000,교육,유아및초중등교육,2017,10101491490
3030000,교육,평생ㆍ직업교육,2017,2592560200
3030000,문화및관광,문화예술,2017,666567050
3030000,문화및관광,체육,2017,12608690390
3030000,문화및관광,문화재,2017,866959660
3030000,문화및관광,문화및관광일반,2017,7467261740
3030000,환경보호,폐기물,2017,19903454950
3030000,환경보호,환경보호일반,2017,392394570
3030000,사회복지,기초생활보장,2017,30353719020
3030000,사회복지,취약계층지원,2017,18868601830
3030000,사회복지,보육ㆍ가족및여성,2017,73180184410
3030000,사회복지,노인ㆍ청소년,2017,58722967700
3030000,사회복지,사회복지일반,2017,101894000
3030000,보건,보건의료,2017,12225367750
3030000,보건,식품의약안전,2017,327060290
3030000,농림해양수산,농업ㆍ농촌,2017,226258590
3030000,농림해양수산,임업ㆍ산촌,2017,104645520
3030000,산업ㆍ중소기업,산업금융지원,2017,0
3030000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,6735835630
3030000,산업ㆍ중소기업,산업ㆍ중소기업일반,2017,5404597740
3030000,수송및교통,도로,2017,5783963050
3030000,수송및교통,대중교통ㆍ물류등기타,2017,14638947420
3030000,국토및지역개발,수자원,2017,4199210010
3030000,국토및지역개발,지역및도시,2017,13006930110
3030000,예비비,예비비,2017,0
3030000,기타,기타,2017,1.11741E+11
3040000,일반공공행정,입법및선거관리,2017,1347682615
3040000,일반공공행정,지방행정ㆍ재정지원,2017,767702820
3040000,일반공공행정,일반행정,2017,48562185283
3040000,공공질서및안전,재난방재ㆍ민방위,2017,1294341700
3040000,교육,유아및초중등교육,2017,7640442260
3040000,교육,평생ㆍ직업교육,2017,3583544930
3040000,문화및관광,문화예술,2017,7024503440
3040000,문화및관광,체육,2017,6609403260
3040000,환경보호,폐기물,2017,28701425570
3040000,환경보호,환경보호일반,2017,203973330
3040000,사회복지,기초생활보장,2017,28883511890
3040000,사회복지,취약계층지원,2017,13839688962
3040000,사회복지,보육ㆍ가족및여성,2017,85134061900
3040000,사회복지,노인ㆍ청소년,2017,52969725050
3040000,사회복지,노동,2017,4430544770
3040000,사회복지,사회복지일반,2017,5904896100
3040000,보건,보건의료,2017,12681713730
3040000,보건,식품의약안전,2017,111565590
3040000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,1459916940
3040000,산업ㆍ중소기업,에너지및자원개발,2017,407552450
3040000,수송및교통,도로,2017,10115997114
3040000,수송및교통,대중교통ㆍ물류등기타,2017,5384318390
3040000,국토및지역개발,수자원,2017,4709835480
3040000,국토및지역개발,지역및도시,2017,5328948530
3040000,예비비,예비비,2017,0
3040000,기타,기타,2017,1.0245E+11
3050000,일반공공행정,입법및선거관리,2017,1666725780
3050000,일반공공행정,지방행정ㆍ재정지원,2017,615521870
3050000,일반공공행정,일반행정,2017,40653035891
3050000,공공질서및안전,재난방재ㆍ민방위,2017,1120577820
3050000,교육,유아및초중등교육,2017,10789953570
3050000,교육,평생ㆍ직업교육,2017,335632140
3050000,문화및관광,문화예술,2017,3563490230
3050000,문화및관광,체육,2017,1150640400
3050000,환경보호,상하수도ㆍ수질,2017,1084031090
3050000,환경보호,폐기물,2017,26185196650
3050000,환경보호,자연,2017,5969617300
3050000,사회복지,기초생활보장,2017,51266213090
3050000,사회복지,취약계층지원,2017,26855109240
3050000,사회복지,보육ㆍ가족및여성,2017,81962139490
3050000,사회복지,노인ㆍ청소년,2017,84522224960
3050000,사회복지,노동,2017,3147087870
3050000,사회복지,보훈,2017,733089460
3050000,사회복지,사회복지일반,2017,782302460
3050000,보건,보건의료,2017,12419265580
3050000,보건,식품의약안전,2017,58620720
3050000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,9224965412
3050000,수송및교통,도로,2017,9169737470
3050000,수송및교통,대중교통ㆍ물류등기타,2017,7652618110
3050000,국토및지역개발,수자원,2017,4856647430
3050000,국토및지역개발,지역및도시,2017,1422360180
3050000,예비비,예비비,2017,0
3050000,기타,기타,2017,1.15067E+11
3060000,일반공공행정,입법및선거관리,2017,1299968210
3060000,일반공공행정,지방행정ㆍ재정지원,2017,1091757330
3060000,일반공공행정,일반행정,2017,26579273031
3060000,공공질서및안전,재난방재ㆍ민방위,2017,1433823510
3060000,교육,유아및초중등교육,2017,7374994250
3060000,문화및관광,문화예술,2017,6470007520
3060000,문화및관광,체육,2017,7856656980
3060000,문화및관광,문화재,2017,28607700
3060000,환경보호,상하수도ㆍ수질,2017,7616692337
3060000,환경보호,폐기물,2017,21735480580
3060000,환경보호,환경보호일반,2017,388499560
3060000,사회복지,기초생활보장,2017,59476310470
3060000,사회복지,취약계층지원,2017,23249719520
3060000,사회복지,보육ㆍ가족및여성,2017,98897141550
3060000,사회복지,노인ㆍ청소년,2017,91747843520
3060000,사회복지,보훈,2017,543701890
3060000,사회복지,사회복지일반,2017,7935925750
3060000,보건,보건의료,2017,14742598517
3060000,보건,식품의약안전,2017,55322680
3060000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,1511710860
3060000,산업ㆍ중소기업,산업ㆍ중소기업일반,2017,40055350
3060000,수송및교통,도로,2017,7186639700
3060000,수송및교통,대중교통ㆍ물류등기타,2017,8573808530
3060000,국토및지역개발,지역및도시,2017,19640570980
3060000,예비비,예비비,2017,0
3060000,기타,기타,2017,1.08419E+11
3070000,일반공공행정,입법및선거관리,2017,2232324160
3070000,일반공공행정,지방행정ㆍ재정지원,2017,3448499662
3070000,일반공공행정,재정ㆍ금융,2017,6236940
3070000,일반공공행정,일반행정,2017,34124501616
3070000,공공질서및안전,재난방재ㆍ민방위,2017,1463352020
3070000,교육,유아및초중등교육,2017,9886930300
3070000,문화및관광,문화예술,2017,27294755517
3070000,문화및관광,체육,2017,9360284296
3070000,문화및관광,문화및관광일반,2017,17395080
3070000,환경보호,폐기물,2017,20999791407
3070000,환경보호,대기,2017,190142580
3070000,환경보호,자연,2017,5245166520
3070000,환경보호,환경보호일반,2017,510112100
3070000,사회복지,기초생활보장,2017,52239854534
3070000,사회복지,취약계층지원,2017,29233108213
3070000,사회복지,보육ㆍ가족및여성,2017,99852852867
3070000,사회복지,노인ㆍ청소년,2017,1.07214E+11
3070000,사회복지,노동,2017,2729250780
3070000,사회복지,보훈,2017,509351979
3070000,사회복지,사회복지일반,2017,216923660
3070000,보건,보건의료,2017,15699552851
3070000,보건,식품의약안전,2017,469640090
3070000,농림해양수산,농업ㆍ농촌,2017,115988310
3070000,산업ㆍ중소기업,산업금융지원,2017,5581222277
3070000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,2577085200
3070000,산업ㆍ중소기업,에너지및자원개발,2017,198834910
3070000,수송및교통,도로,2017,9446653394
3070000,수송및교통,대중교통ㆍ물류등기타,2017,6952024439
3070000,국토및지역개발,수자원,2017,6055541830
3070000,국토및지역개발,지역및도시,2017,5483412333
3070000,예비비,예비비,2017,0
3070000,기타,기타,2017,1.25524E+11
3080000,일반공공행정,입법및선거관리,2017,1168936626
3080000,일반공공행정,지방행정ㆍ재정지원,2017,8206643550
3080000,일반공공행정,일반행정,2017,38955228817
3080000,공공질서및안전,재난방재ㆍ민방위,2017,3733925660
3080000,교육,유아및초중등교육,2017,8803302670
3080000,문화및관광,문화예술,2017,6994307070
3080000,문화및관광,관광,2017,676076020
3080000,문화및관광,체육,2017,3502243160
3080000,문화및관광,문화재,2017,3047024440
3080000,환경보호,상하수도ㆍ수질,2017,8980669710
3080000,환경보호,폐기물,2017,16491191650
3080000,환경보호,대기,2017,38085570
3080000,환경보호,자연,2017,4653482080
3080000,환경보호,환경보호일반,2017,164067350
3080000,사회복지,기초생활보장,2017,62597636024
3080000,사회복지,취약계층지원,2017,25102944470
3080000,사회복지,보육ㆍ가족및여성,2017,73698440923
3080000,사회복지,노인ㆍ청소년,2017,99419678420
3080000,사회복지,노동,2017,3825365210
3080000,사회복지,보훈,2017,435083670
3080000,사회복지,사회복지일반,2017,52400000
3080000,보건,보건의료,2017,12888160896
3080000,보건,식품의약안전,2017,616051184
3080000,농림해양수산,농업ㆍ농촌,2017,136637560
3080000,산업ㆍ중소기업,산업금융지원,2017,63886550
3080000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,1053635900
3080000,산업ㆍ중소기업,에너지및자원개발,2017,667868530
3080000,산업ㆍ중소기업,산업ㆍ중소기업일반,2017,16398780
3080000,수송및교통,도로,2017,16872685153
3080000,수송및교통,대중교통ㆍ물류등기타,2017,5557580753
3080000,국토및지역개발,지역및도시,2017,3780762300
3080000,예비비,예비비,2017,0
3080000,기타,기타,2017,1.0249E+11
3090000,일반공공행정,입법및선거관리,2017,1267283120
3090000,일반공공행정,지방행정ㆍ재정지원,2017,1034724290
3090000,일반공공행정,일반행정,2017,39271830650
3090000,공공질서및안전,재난방재ㆍ민방위,2017,653199630
3090000,교육,유아및초중등교육,2017,10034738496
3090000,문화및관광,문화예술,2017,7322218196
3090000,문화및관광,관광,2017,2419288870
3090000,문화및관광,체육,2017,2209352400
3090000,환경보호,폐기물,2017,14899571210
3090000,환경보호,환경보호일반,2017,168349000
3090000,사회복지,기초생활보장,2017,38678915007
3090000,사회복지,취약계층지원,2017,27445022572
3090000,사회복지,보육ㆍ가족및여성,2017,86186764200
3090000,사회복지,노인ㆍ청소년,2017,88712882703
3090000,사회복지,노동,2017,4429678408
3090000,사회복지,보훈,2017,472352910
3090000,보건,보건의료,2017,11825940280
3090000,보건,식품의약안전,2017,442547760
3090000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,4249600166
3090000,산업ㆍ중소기업,에너지및자원개발,2017,10610500
3090000,수송및교통,도로,2017,11564029327
3090000,수송및교통,대중교통ㆍ물류등기타,2017,4826171733
3090000,국토및지역개발,수자원,2017,7569462330
3090000,국토및지역개발,지역및도시,2017,8234543982
3090000,예비비,예비비,2017,0
3090000,기타,기타,2017,1.01223E+11
3100000,일반공공행정,입법및선거관리,2017,1866835310
3100000,일반공공행정,지방행정ㆍ재정지원,2017,738192970
3100000,일반공공행정,일반행정,2017,29953276346
3100000,공공질서및안전,재난방재ㆍ민방위,2017,604241310
3100000,교육,유아및초중등교육,2017,18605148790
3100000,교육,평생ㆍ직업교육,2017,995391320
3100000,문화및관광,문화예술,2017,17165559066
3100000,문화및관광,체육,2017,25908457060
3100000,환경보호,폐기물,2017,18453920810
3100000,환경보호,자연,2017,12396652620
3100000,환경보호,환경보호일반,2017,1160048260
3100000,사회복지,기초생활보장,2017,1.00088E+11
3100000,사회복지,취약계층지원,2017,51844974170
3100000,사회복지,보육ㆍ가족및여성,2017,1.27219E+11
3100000,사회복지,노인ㆍ청소년,2017,1.40846E+11
3100000,사회복지,노동,2017,2934965530
3100000,사회복지,사회복지일반,2017,253431420
3100000,보건,보건의료,2017,18971865350
3100000,보건,식품의약안전,2017,1106758580
3100000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,2353314560
3100000,산업ㆍ중소기업,에너지및자원개발,2017,21842000
3100000,수송및교통,도로,2017,5011611410
3100000,수송및교통,대중교통ㆍ물류등기타,2017,10625855620
3100000,국토및지역개발,수자원,2017,3619800490
3100000,국토및지역개발,지역및도시,2017,39999336540
3100000,예비비,예비비,2017,0
3100000,기타,기타,2017,1.32795E+11
3110000,일반공공행정,입법및선거관리,2017,1497802410
3110000,일반공공행정,지방행정ㆍ재정지원,2017,1157618070
3110000,일반공공행정,일반행정,2017,27992264298
3110000,공공질서및안전,재난방재ㆍ민방위,2017,1624140880
3110000,교육,유아및초중등교육,2017,8042636470
3110000,문화및관광,문화예술,2017,14039841870
3110000,문화및관광,관광,2017,3986517250
3110000,문화및관광,체육,2017,7504102700
3110000,문화및관광,문화재,2017,2683662820
3110000,환경보호,상하수도ㆍ수질,2017,5330579080
3110000,환경보호,폐기물,2017,25948952830
3110000,환경보호,환경보호일반,2017,233989280
3110000,사회복지,기초생활보장,2017,61185192368
3110000,사회복지,취약계층지원,2017,29825094000
3110000,사회복지,보육ㆍ가족및여성,2017,1.18826E+11
3110000,사회복지,노인ㆍ청소년,2017,1.21592E+11
3110000,사회복지,노동,2017,11661517030
3110000,사회복지,보훈,2017,458448890
3110000,사회복지,주택,2017,2549630
3110000,사회복지,사회복지일반,2017,47586940
3110000,보건,보건의료,2017,16777627620
3110000,보건,식품의약안전,2017,450196760
3110000,농림해양수산,농업ㆍ농촌,2017,145313860
3110000,농림해양수산,임업ㆍ산촌,2017,1359343910
3110000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,1480471670
3110000,산업ㆍ중소기업,에너지및자원개발,2017,327328840
3110000,수송및교통,도로,2017,6665440410
3110000,수송및교통,대중교통ㆍ물류등기타,2017,5157364804
3110000,국토및지역개발,지역및도시,2017,6419578300
3110000,예비비,예비비,2017,0
3110000,기타,기타,2017,1.12266E+11
3120000,일반공공행정,입법및선거관리,2017,1319496220
3120000,일반공공행정,지방행정ㆍ재정지원,2017,5842569050
3120000,일반공공행정,일반행정,2017,52067729340
3120000,공공질서및안전,재난방재ㆍ민방위,2017,1293586990
3120000,교육,유아및초중등교육,2017,6766154795
3120000,교육,평생ㆍ직업교육,2017,2053639050
3120000,문화및관광,문화예술,2017,2300389750
3120000,문화및관광,체육,2017,10465998020
3120000,문화및관광,문화및관광일반,2017,7480174350
3120000,환경보호,상하수도ㆍ수질,2017,7494783030
3120000,환경보호,폐기물,2017,16871349850
3120000,환경보호,환경보호일반,2017,837983580
3120000,사회복지,기초생활보장,2017,30802130200
3120000,사회복지,취약계층지원,2017,21024045060
3120000,사회복지,보육ㆍ가족및여성,2017,69311000380
3120000,사회복지,노인ㆍ청소년,2017,76792050620
3120000,보건,보건의료,2017,11746802384
3120000,보건,식품의약안전,2017,100296300
3120000,농림해양수산,임업ㆍ산촌,2017,1475648010
3120000,산업ㆍ중소기업,산업ㆍ중소기업일반,2017,10791518322
3120000,수송및교통,도로,2017,7943933480
3120000,수송및교통,대중교통ㆍ물류등기타,2017,4301797680
3120000,국토및지역개발,지역및도시,2017,7113699735
3120000,예비비,예비비,2017,0
3120000,기타,기타,2017,1.04926E+11
3130000,일반공공행정,입법및선거관리,2017,1366764258
3130000,일반공공행정,지방행정ㆍ재정지원,2017,1408395614
3130000,일반공공행정,일반행정,2017,25302622004
3130000,공공질서및안전,재난방재ㆍ민방위,2017,2607423820
3130000,교육,유아및초중등교육,2017,8668159048
3130000,교육,평생ㆍ직업교육,2017,325811243
3130000,문화및관광,문화예술,2017,18415503199
3130000,문화및관광,관광,2017,1408107118
3130000,문화및관광,체육,2017,9806973971
3130000,문화및관광,문화재,2017,87169900
3130000,환경보호,상하수도ㆍ수질,2017,2828932870
3130000,환경보호,폐기물,2017,22865643196
3130000,환경보호,대기,2017,240282330
3130000,환경보호,자연,2017,0
3130000,환경보호,환경보호일반,2017,98801970
3130000,사회복지,기초생활보장,2017,33188401524
3130000,사회복지,취약계층지원,2017,23015792207
3130000,사회복지,보육ㆍ가족및여성,2017,85486765176
3130000,사회복지,노인ㆍ청소년,2017,75648545426
3130000,사회복지,노동,2017,9068246057
3130000,사회복지,보훈,2017,3233224040
3130000,보건,보건의료,2017,13190150037
3130000,보건,식품의약안전,2017,101014853
3130000,농림해양수산,농업ㆍ농촌,2017,162018490
3130000,농림해양수산,임업ㆍ산촌,2017,339434540
3130000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,9649749652
3130000,수송및교통,도로,2017,8240037630
3130000,수송및교통,대중교통ㆍ물류등기타,2017,9324448187
3130000,국토및지역개발,지역및도시,2017,8367289964
3130000,예비비,예비비,2017,0
3130000,기타,기타,2017,1.13665E+11
3140000,일반공공행정,입법및선거관리,2017,2015552180
3140000,일반공공행정,일반행정,2017,32674298789
3140000,공공질서및안전,재난방재ㆍ민방위,2017,2884816390
3140000,교육,유아및초중등교육,2017,12694981220
3140000,교육,평생ㆍ직업교육,2017,3893733420
3140000,문화및관광,문화예술,2017,1595240364
3140000,문화및관광,체육,2017,11755870390
3140000,환경보호,폐기물,2017,18810132930
3140000,환경보호,환경보호일반,2017,521009342
3140000,사회복지,기초생활보장,2017,43042052955
3140000,사회복지,취약계층지원,2017,26116798278
3140000,사회복지,보육ㆍ가족및여성,2017,1.08876E+11
3140000,사회복지,노인ㆍ청소년,2017,94447317506
3140000,보건,보건의료,2017,14684395740
3140000,보건,식품의약안전,2017,125525190
3140000,산업ㆍ중소기업,산업ㆍ중소기업일반,2017,16569215200
3140000,수송및교통,도로,2017,6312877900
3140000,수송및교통,대중교통ㆍ물류등기타,2017,8247623690
3140000,국토및지역개발,수자원,2017,3551010229
3140000,국토및지역개발,지역및도시,2017,13868594752
3140000,예비비,예비비,2017,0
3140000,기타,기타,2017,1.35118E+11
3150000,일반공공행정,입법및선거관리,2017,1664928160
3150000,일반공공행정,지방행정ㆍ재정지원,2017,1252197870
3150000,일반공공행정,일반행정,2017,34176038420
3150000,공공질서및안전,재난방재ㆍ민방위,2017,700891570
3150000,교육,유아및초중등교육,2017,8861873250
3150000,교육,평생ㆍ직업교육,2017,440958880
3150000,문화및관광,문화예술,2017,15749558280
3150000,문화및관광,관광,2017,204195930
3150000,문화및관광,체육,2017,8695170620
3150000,문화및관광,문화재,2017,573416700
3150000,환경보호,상하수도ㆍ수질,2017,6416104220
3150000,환경보호,폐기물,2017,27959948580
3150000,환경보호,환경보호일반,2017,490346450
3150000,사회복지,기초생활보장,2017,87274951074
3150000,사회복지,취약계층지원,2017,53660170500
3150000,사회복지,보육ㆍ가족및여성,2017,1.38683E+11
3150000,사회복지,노인ㆍ청소년,2017,1.1623E+11
3150000,사회복지,노동,2017,3053043230
3150000,사회복지,보훈,2017,332235920
3150000,사회복지,사회복지일반,2017,272044930
3150000,보건,보건의료,2017,19119221880
3150000,보건,식품의약안전,2017,481686430
3150000,농림해양수산,농업ㆍ농촌,2017,762474680
3150000,농림해양수산,임업ㆍ산촌,2017,166384930
3150000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,994676200
3150000,산업ㆍ중소기업,에너지및자원개발,2017,140432120
3150000,수송및교통,도로,2017,11395311420
3150000,수송및교통,대중교통ㆍ물류등기타,2017,11765802220
3150000,국토및지역개발,수자원,2017,840675000
3150000,국토및지역개발,지역및도시,2017,12224709790
3150000,예비비,예비비,2017,0
3150000,기타,기타,2017,1.27914E+11
3160000,일반공공행정,입법및선거관리,2017,1474683620
3160000,일반공공행정,지방행정ㆍ재정지원,2017,5597219130
3160000,일반공공행정,일반행정,2017,40066215660
3160000,공공질서및안전,재난방재ㆍ민방위,2017,1018546580
3160000,교육,유아및초중등교육,2017,11835033850
3160000,교육,평생ㆍ직업교육,2017,396379850
3160000,문화및관광,문화예술,2017,8767295240
3160000,문화및관광,체육,2017,6760666910
3160000,문화및관광,문화및관광일반,2017,221496450
3160000,환경보호,상하수도ㆍ수질,2017,74055690
3160000,환경보호,폐기물,2017,21688352170
3160000,환경보호,대기,2017,82923510
3160000,환경보호,환경보호일반,2017,456216500
3160000,사회복지,기초생활보장,2017,34969464920
3160000,사회복지,취약계층지원,2017,26390802115
3160000,사회복지,보육ㆍ가족및여성,2017,1.09997E+11
3160000,사회복지,노인ㆍ청소년,2017,87457842610
3160000,사회복지,노동,2017,5015308050
3160000,사회복지,보훈,2017,346095510
3160000,사회복지,사회복지일반,2017,93946600
3160000,보건,보건의료,2017,16459389160
3160000,보건,식품의약안전,2017,682450040
3160000,농림해양수산,농업ㆍ농촌,2017,188203640
3160000,농림해양수산,임업ㆍ산촌,2017,407513290
3160000,산업ㆍ중소기업,산업진흥ㆍ고도화,2017,1427226800
3160000,산업ㆍ중소기업,에너지및자원개발,2017,360000
3160000,수송및교통,도로,2017,8905247700
3160000,수송및교통,대중교통ㆍ물류등기타,2017,5619555810
3160000,국토및지역개발,수자원,2017,4515343550
3160000,국토및지역개발,지역및도시,2017,16403199220
3160000,예비비,예비비,2017,0
3160000,기타,기타,2017,1.08395E+11
3170000,일반공공행정,입법및선거관리,2017,798942620
3170000,일반공공행정,지방행정ㆍ재정지원,2017,647622430
3170000,일반공공행정,일반행정,2017,31912384120
3170000,공공질서및안전,재난방재ㆍ민방위,2017,1658840040
3170000,교육,유아및초중등교육,2017,4543875900
3170000,교육,평생ㆍ직업교육,2017,801944250
3170000,문화및관광,문화예술,2017,4119674560
3170000,문화및관광,체육,2017,6384506570
3170000,환경보호,상하수도ㆍ수질,2017,2435409400
3170000,환경보호,폐기물,2017,14041901170
3170000,환경보호,대기,2017,107511880
3170000,환경보호,환경보호일반,2017,158711850
3170000,사회복지,기초생활보장,2017,40095389540
3170000,사회복지,취약계층지원,2017,17222681880
3170000,사회복지,보육ㆍ가족및여성,2017,62635021780
